Date,Topic,XLSX_URL,PDF_URL,FILENAME
27.05.2020,Beschlussempfehlung zu Operation ATALANTA,/resource/blob/698274/d6ba143a907bf0726a79d8a2b2312722/20200527_1_xls.xlsx,/resource/blob/698272/47b7eb889240b1088336cda8907ca8d9/20200527_1.pdf,6b337c72-c03c-4657-bcb3-d7fa2c2996b4
14.05.2020,Bereitstellung des ESM-Instruments ECCL Pandemic Crisis Support (PCSI),/resource/blob/696000/16fe7e9780b5120be4ef176155ea810f/20200514_4_xls.xlsx,/resource/blob/695998/55925ba617641c771ea1793d3c4e55b2/20200514_4.pdf,cc8f7862-f554-4c37-aba7-6aa019457d31
14.05.2020,Zweites Gesetz zum Schutz der Bevölkerung bei einer epidemischen Lage von nationaler Tragweite,/resource/blob/695948/b0942972558c1c6a2121640ead29a8d4/20200514_3_xls.xlsx,/resource/blob/695944/6e0a6b76fa3ac1c272f92617aad47b9a/20200514_3.pdf,0dea8daf-ffa3-4451-af37-3db4fd85d94a
14.05.2020,Beschlussempfehlung 19/19204 zu Corona-Aufschlag in der Grundsicherung das Existenzminimum sichern,/resource/blob/695936/5b2a7de19c4c2ffa61be910c9f9bbc14/20200514_2_xls.xlsx,/resource/blob/695932/539bd2f1ffc11e107be90950b040865d/20200514_2.pdf,35c12958-088c-4f75-899a-832d647cfd35
14.05.2020,Änderungsantrag 19/19221 zu Zweites Gesetz zum Schutz der Bevölkerung bei einer epidemischen Lage von nationaler Tragweite,/resource/blob/695930/52a7042d23ab09ab67b841724252d181/20200514_1_xls.xlsx,/resource/blob/695918/8ba5046bbc011a5dd1dbd20de57f6e8b/20200514_1.pdf,ad0277f4-c6a0-4c23-8065-60e1398b20ab
07.05.2020,Beschlussempfehlung zum Bundeswehreinsatz EUNAVFOR MED IRINI,/resource/blob/694864/f96e790a4bbfba729f7dfef3d9630715/20200507_1_xls.xlsx,/resource/blob/694862/eaeb1a2b7791947b84ad20e11b1d618b/20200507_1.pdf,6070f379-fea8-4a4a-a11c-2ccb52e51a97
25.03.2020,Beschlussempfehlung zu Beschluss gemäß Artikel 115 Absatz 2 Satz 6 und 7 GG,/resource/blob/689320/36f169411dd81d9ec0a93c8120a62cb8/20200325_1_xls.xlsx,/resource/blob/689318/eebdf320924e8941e038f572ef260f68/20200325_1.pdf,1dd36349-2321-424f-8872-1ea989d2a82b
13.03.2020,Beschlussempfehlung zum Bundeswehreinsatz in Afghanistan,/resource/blob/687654/d954b0f3161b0a2eecc6c5e57f884483/20200313_1_xls.xlsx,/resource/blob/687656/a7a4899e381701e145fc21aa6c1cdd4d/20200313_1.pdf,05eb1f6a-1b9b-420b-b3de-e8cc2e0aa4e6
13.03.2020,Beschlussempfehlung zum Bundeswehreinsatz SEA GUARDIAN,/resource/blob/687658/52893629e3e16b217f309e88d9c510ce/20200313_2_xls.xlsx,/resource/blob/687660/3fb47de286efb35df9d40fab7a9077e5/20200313_2.pdf,1a4c7a64-7314-442a-8808-cd84c1eb315a
04.03.2020,Beschlussempfehlung zu Humanitäres Aufnahmeprogramm für besonders schutzbedürftige Asylsuchende aus Griechenland,/resource/blob/685366/af0971b61fbab0537145e9540e794848/20200304_1_xls.xlsx,/resource/blob/685364/02a87713e8faeb2faf0a1ea6e5fa7e1e/20200304_1.pdf,a33f4254-7b1b-4c6a-a677-fde85e605468
30.01.2020,Antrag Schutz von Hinweisgebern auf EU-Ebene,/resource/blob/680734/e112eeb5e31eb13be13518eebb9a7247/20200130_3_xls.xlsx,/resource/blob/680736/07adaa1d2d113f165df9a4bfd7058804/20200130_3.pdf,68feaf61-6a7a-42ba-a8a7-f271c0f862e0
30.01.2020,Antrag Engagement- und Ehrenamts-Check,/resource/blob/680728/1ed7ea800abe57bbaaa26493b0dfb56c/20200130_2_xls.xlsx,/resource/blob/680726/c42d1b91903b91cb1caf3a6d4e860054/20200130_2.pdf,78b6c708-dd60-4169-aed4-22d1f6fc7112
30.01.2020,Gesetzentwurf Deutsche Stiftung für Engagement und Ehrenamt,/resource/blob/680724/7e9318a5bd63020782b1e9662cf7e267/20200130_1_xls.xlsx,/resource/blob/680722/df026da6bff23ba811bb141a417106e3/20200130_1.pdf,9e879e1d-d0a8-432d-80d2-e5303db192ff
17.01.2020,Freisetzungsrichtlinie auch für neue Gentechnik (Beschlussempfehlung),/resource/blob/678134/fa809e866d1dbeb384be7b101e6312ff/20200117_1_xls.xlsx,/resource/blob/678132/ed5cc8bfa9846a5c9b425c13a2571f57/20200117_1.pdf,cec2f929-ab6b-40ea-a8e8-3a9a3f30defd
16.01.2020,Entscheidungsbereitschaft bei Organspende (3. Lesung),/resource/blob/677902/dfa226d6d71642073b074b69cc7cf3c4/20200116_3_xls.xlsx,/resource/blob/677900/84ebc914102625049f7dc87d7817b9a6/20200116_3.pdf,ad0b760c-d350-46b2-bb73-4e2a7b795fc1
16.01.2020,Entscheidungsbereitschaft bei Organspende (2. Lesung),/resource/blob/677898/6347f65a85792f3b5d3484db1347703c/20200116_2_xls.xlsx,/resource/blob/677896/cfe524f2ff42b0afc216e0df20eecb36/20200116_2.pdf,c1624f4f-9db6-417a-88ff-75f781ec4088
16.01.2020,"Organspende - Regelung der doppelten Widerspruchslösung (Lauterbach, Spahn)",/resource/blob/677890/e47f7d7ea97edfa44a3b7bf0b84b23bc/20200116_1_xls.xlsx,/resource/blob/677888/5330f7288170aae544d393e3faa4d520/20200116_1.pdf,fcaaa06b-eab3-4bea-a6f7-0e086a225e63
